,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,type_wine,Variety
349,United States,Columbia Valley,Charles Smith,3.5,1093,18,2016,red,Syrah
350,France,Margaux,Château Prieuré-Lichine,4.2,1094,79,2010,red,blend
351,Spain,Rioja,Baigorri,3.8,1097,13,2016,red,Tempranillo
352,Spain,Campo de Borja,Borsao,3.9,1098,14,2014,red,blend
353,Austria,Burgenland,Rosi Schuster,3.7,110,15,2017,red,Blaufränkisch
354,Germany,Ahr,Jean Stodden,3.5,110,12,2017,red,blend
355,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,447,2011,red,Brunello
356,Argentina,Uco Valley,DiamAndes,3.8,110,17,2015,red,Cabernet Sauvignon
357,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24,2011,red,Italia
358,South Africa,Stellenbosch,Meerlust,4.1,110,21,2016,red,Cabernet Sauvignon
359,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,59,2005,red,blend
360,Italy,Terre Siciliane,Fatascia,3.6,110,8,2018,red,Nero d'Avola
361,France,Givry,Joseph Drouhin,3.9,110,19,2017,red,blend
362,France,Bordeaux,Château Rauzan Despagne,3.4,110,19,2015,red,blend
363,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,20,2014,red,Barbera
364,France,Bandol,Gros' Noré,3.9,110,59,2007,red,blend
365,United States,Dry Creek Valley,Ravenswood,4.0,110,34,2016,red,Zinfandel
366,Italy,Barolo,Pio Cesare,4.2,110,82,2015,red,blend
367,Italy,Chianti Classico,Ricasoli,4.2,110,45,2016,red,blend
368,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,31,2013,red,blend
369,Italy,Primitivo di Manduria,Varvaglione,4.1,110,40,2012,red,Primitivo
370,Spain,Rioja,Torre de Oña,4.0,110,28,2012,red,blend
371,Italy,Rosso di Montepulciano,Boscarelli,3.7,110,13,2017,red,Montepulciano
372,United States,California,Fetzer,3.6,1102,11,2016,red,Cabernet Sauvignon
373,France,Saint-Julien,Château Branaire-Ducru,4.2,1103,89,2005,red,blend
374,United States,Columbia Valley,Tenet Wines,3.9,1104,28,2016,red,blend
375,United States,Los Carneros,Black Stallion,3.9,1105,34,2016,red,Pinot Noir
376,Chile,Aconcagua Valley,Errazuriz,4.4,1106,84,2015,red,blend
377,Italy,Amarone della Valpolicella,Tedeschi,4.3,1106,32,2015,red,blend
378,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,3.9,1106,12,2013,red,Montepulciano
379,France,Côtes de Bordeaux,Château le Puy,4.0,1106,40,2015,red,blend
380,Italy,Südtirol - Alto Adige,Castel Sallegg,3.6,111,12,2016,red,blend
381,Portugal,Alentejano,Azamor,3.9,111,10,2015,red,blend
382,Austria,Neusiedlersee,Pittnauer,3.8,111,12,2018,red,Pinot Noir
383,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,18,2013,red,blend
384,Germany,Pfalz,Matthias Gaul,3.7,111,10,2018,red,Pinot Noir
385,Italy,Barbaresco,La Spinetta,4.3,111,116,2014,red,blend
386,Italy,Toscana,Castello Nipozzano,4.2,111,45,2016,red,blend
387,Italy,Rosso Piceno,Garofoli,3.5,111,8,2017,red,blend
388,Spain,Mallorca,Ànima Negra,4.1,111,20,2018,red,blend
389,France,Côtes-du-Rhône,Badet Clement,3.4,111,8,2016,red,blend
390,Italy,Etna,Tenuta delle Terre Nere,4.2,111,40,2017,red,blend
391,Italy,Puglia,A Mano,3.5,111,7,2017,red,Negroamaro
392,Italy,Venezia Giulia,Gravner,4.2,111,96,2004,red,blend
393,France,Gigondas,Château de Saint Cosme,4.3,111,60,2011,red,blend
394,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,11,2012,red,blend
395,Italy,Toscana,Le Macchiole,4.5,111,92,2016,red,blend
396,Spain,Uclés,Bodegas Fontana,3.6,111,7,2017,red,Syrah
397,Italy,Rosso di Montalcino,Casanova di Neri,4.0,111,21,2017,red,blend
398,Spain,Jumilla,Carchelo,3.6,111,9,2017,red,blend
399,Spain,Rioja,Marqués de Murrieta,4.0,111,18,2016,red,blend
400,Argentina,Uco Valley,Salentein,3.6,111,13,2018,red,Cabernet Sauvignon
401,South Africa,Stellenbosch,Zevenwacht,4.1,111,14,2016,red,Syrah
402,Italy,Sicilia,Morgante,4.2,111,26,2016,red,Nero d'Avola
403,Germany,Rheinhessen,Dreissigacker,3.8,111,27,2014,red,blend
404,France,Minervois La Livinière,Gérard Bertrand,4.5,111,229,2015,red,blend
405,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,515,2016,red,blend
406,United States,Dry Creek Valley,Francis Ford Coppola,4.1,1110,32,2015,red,Zinfandel
407,Spain,Ribera del Duero,Condado de Oriza,3.7,1111,15,2014,red,blend
408,Italy,Amarone della Valpolicella Classico,Allegrini,4.3,1111,51,2015,red,blend
409,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,33,2015,red,blend
410,Argentina,Uco Valley,Salentein,3.8,1114,16,2014,red,Pinot Noir
411,Argentina,Mendoza,Argento,3.6,1117,10,2018,red,Malbec
412,Spain,Rioja,Marqués de Riscal,4.1,11170,16,2015,red,blend
413,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,44,2014,red,blend
414,Italy,Sicilia,Planeta,3.6,1118,14,2016,red,Nero d'Avola
415,Italy,Montepulciano d'Abruzzo,Contesa,3.8,112,6,2018,red,Montepulciano
416,Other Countries,Other Region,Other Winery,3.3,112,8,2016,red,Cabernet Sauvignon
417,Spain,Castilla y León,Dominio de Eguren,3.5,112,6,2017,red,blend
418,South Africa,Walker Bay,Creation,3.9,112,19,2018,red,Pinot Noir
419,Other Countries,Other Region,Other Winery,3.7,112,23,2015,red,blend
420,South Africa,Franschhoek,Holden Manz,4.2,112,24,2015,red,blend
421,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,24,2018,red,Barbera
422,France,Chinon,Domaine Gouron,3.5,112,9,2015,red,blend
423,Italy,Bardolino,Corte Giara,3.5,112,6,2016,red,blend
424,Australia,Barossa Valley,Soul Growers,3.6,112,24,2016,red,Shiraz
425,Italy,Isola dei Nuraghi,Olianas,3.7,112,20,2013,red,blend
426,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,11,2013,red,blend
427,Spain,Priorat,Costers del Priorat,4.0,112,13,2017,red,blend
428,Italy,Toscana,Teruzzi & Puthod,4.2,112,17,2008,red,blend
429,Portugal,Alentejano,Monte Cascas,3.6,112,10,2015,red,blend
430,Argentina,Uco Valley,DiamAndes,3.6,1122,17,2013,red,Malbec
431,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,8,2014,red,blend
432,France,Pauillac,Château Pichon Baron,4.4,1125,139,2011,red,blend
433,France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,77,2011,red,blend
434,Italy,Salice Salentino,Cantine due Palme,4.0,1125,15,2014,red,blend
435,Italy,Chianti Classico,Ricasoli,3.7,1129,14,2016,red,blend
436,United States,Napa Valley,Francis Ford Coppola,3.6,113,26,2017,red,Malbec
437,Spain,Rioja,Beronia,3.7,113,12,2017,red,Tempranillo
438,France,Pomerol,Château Moulinet-Lasserre,4.1,113,47,2015,red,blend
439,Argentina,Tupungato,Andeluna,3.3,113,8,2016,red,Merlot
440,Germany,Franken,Rudolf Fürst,3.8,113,17,2017,red,blend
441,Italy,Langhe,Giacomo Fenocchio,3.7,113,17,2018,red,Nebbiolo
442,United States,California,Spellbound,3.6,113,14,2016,red,Pinot Noir
443,Italy,Maremma Toscana,Mazzei,3.8,113,49,2015,red,blend
444,Germany,Pfalz,Knipser,3.8,113,23,2014,red,blend
445,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,113,18,2015,red,Merlot
446,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,87,2017,red,blend
447,Italy,Chianti Classico,Monte Guelfo,3.4,113,8,2016,red,blend
448,Spain,Ribera del Duero,Valderiz,3.7,113,14,2016,red,blend
449,Italy,Salento,Cantina Rosa del Golfo,4.2,113,10,2017,red,Primitivo
450,France,Bandol,Domaines Bunan,3.7,113,115,2011,red,blend
451,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,55,2016,red,blend
452,Italy,Rosso di Montalcino,Poggio Landi,3.7,113,14,2015,red,blend
453,France,Côtes-du-Rhône,Rocca Maura,3.4,113,8,2016,red,blend
454,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,53,2012,red,Brunello
455,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,63,2011,red,blend
456,Chile,Colchagua Valley,Casa Silva,4.2,113,20,2016,red,blend
457,Germany,Pfalz,Knipser,4.1,113,41,2015,red,blend
458,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,155,2017,red,blend
459,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,113,43,2015,red,blend
460,Spain,Priorat,Clos Mogador,4.5,113,77,2017,red,blend
461,United States,Stags Leap District,Shafer,4.6,113,379,2015,red,Cabernet Sauvignon
462,Australia,Langhorne Creek,Lake Breeze Wines,3.9,113,21,2016,red,Shiraz
463,Chile,Colchagua Valley,Caliterra,3.6,113,6,2018,red,blend
464,Austria,Burgenland,Leo Hillinger,3.6,113,9,2017,red,blend
465,France,Margaux,Château Lascombes,4.2,1131,89,2011,red,blend
466,United States,Columbia Valley,Columbia Winery,3.7,1132,15,2016,red,Merlot
467,France,Pessac-Léognan,Château Pape Clément,4.4,1132,129,2006,red,blend
468,Spain,Rioja,Bodegas Valdemar,4.0,1134,19,2010,red,blend
469,Italy,Terre Siciliane,Cusumano,3.8,1134,8,2017,red,Syrah
470,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,38,2012,red,Brunello
471,Spain,Méntrida,Canopy,3.6,114,7,2017,red,blend
472,Spain,Campo de Borja,Cuevas de Arom,3.8,114,19,2015,red,blend
473,South Africa,Stellenbosch,Kaapzicht,3.8,114,14,2016,red,Cabernet Sauvignon
474,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,85,2015,red,blend
475,France,Pomerol,Château La Renaissance,4.1,114,24,2016,red,blend
476,United States,Sta. Rita Hills,Domaine de la Côte,4.2,114,54,2015,red,Pinot Noir
477,France,Pauillac,Baron Philippe de Rothschild,4.2,114,28,2016,red,blend
478,France,Médoc,Barons de Rothschild (Lafite),3.5,114,11,2016,red,blend
479,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,13,2014,red,blend
480,Chile,Colchagua Valley,Caliterra,4.3,114,39,2012,red,blend
481,France,Côtes de Bourg,Château Fougas,3.7,114,44,2005,red,blend
482,Australia,Barossa,Torbreck,3.9,114,25,2017,red,blend
483,Italy,Veneto,Torresella,3.3,114,7,2016,red,blend
484,France,Pessac-Léognan,Domaine de Chevalier,4.1,114,77,2017,red,blend
485,Italy,Morellino di Scansano,Terenzi,3.8,114,25,2016,red,Sangiovese
486,France,Côtes-du-Rhône,La Cabotte,3.7,114,9,2018,red,blend
487,United States,Walla Walla Valley,L'Ecole No 41,4.3,114,50,2013,red,blend
488,France,Bourgogne,Terres Dorées,3.9,114,17,2018,red,Pinot Noir
489,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,19,2015,red,St. Laurent
490,Argentina,Lujan de Cuyo,Susana Balbo,3.9,1143,25,2017,red,Malbec
491,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,19,2016,red,blend
492,Italy,Valpolicella Ripasso,Zenato,4.2,11433,20,2015,red,blend
493,Italy,Sicilia,Planeta,3.6,1145,8,2017,red,blend
494,United States,California,Woodbridge by Robert Mondavi,3.8,1147,8,2017,red,Zinfandel
495,France,Margaux,Château Brane-Cantenac,4.2,1149,97,2009,red,blend
496,Chile,Maipo Valley,Primus,3.8,1149,14,2014,red,Cabernet Sauvignon
497,Italy,Barbera d'Asti,Vite Colte,3.7,115,18,2015,red,blend
498,South Africa,Stellenbosch,Stark-Condé,4.0,115,39,2016,red,Cabernet Sauvignon
499,Other Countries,Other Region,Other Winery,3.7,115,20,2015,red,blend
500,Italy,Toscana,Tenuta Il Poggione,3.6,115,8,2018,red,blend
501,France,Pomerol,Château Beauregard,3.9,115,35,2016,red,blend
502,Italy,Dolcetto d'Alba,Elvio Cogno,3.5,115,14,2016,red,Dolcetto
503,South Africa,Stellenbosch,Rust En Vrede,4.3,115,24,2017,red,Shiraz
504,France,Cadillac - Côtes de Bordeaux,Château Carignan,3.7,115,15,2006,red,blend
505,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,115,20,2016,red,blend
506,Italy,Toscana,Banfi,3.7,115,8,2018,red,blend
507,Italy,Romagna,Poderi dal Nespoli,3.9,115,17,2016,red,Sangiovese
508,United States,Walla Walla Valley,K Vintners,4.3,115,61,2016,red,Syrah
509,Spain,Rioja,Remelluri,4.3,115,50,2011,red,blend
510,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.1,115,26,2015,red,blend
511,Spain,Ribera del Duero,Bodegas y Vinedos Escudero,3.7,115,12,2014,red,blend
512,France,Côtes Catalanes,Domaine de l'Horizon,3.9,115,77,2011,red,blend
513,Spain,Rioja,Rioja Vega,3.9,115,18,2012,red,blend
514,Italy,Salento,Castello Monaci,3.5,115,7,2018,red,Negroamaro
515,Argentina,Tupungato,Andeluna,3.7,1150,8,2018,red,Malbec
516,Spain,Rioja,Lan,3.9,1152,17,2008,red,blend
517,United States,California,Barefoot,3.3,1155,6,2017,red,Cabernet Sauvignon
518,Spain,Somontano,Enate,3.6,1156,20,2014,red,Cabernet Sauvignon
519,France,Haut-Médoc,Château Beaumont,3.6,1156,16,2014,red,blend
520,Italy,Chianti Classico,Castelli del Grevepesa,3.6,1157,18,2015,red,blend
521,France,Beaujolais-Villages,Joseph Drouhin,3.9,116,12,2019,red,blend
522,Australia,McLaren Vale,Mitolo,3.6,116,19,2017,red,Cabernet Sauvignon
523,Italy,Chianti,Monte Guelfo,3.3,116,8,2018,red,blend
524,Spain,Ribera del Duero,Tinto Pesquera,4.5,116,83,2009,red,blend
525,Italy,Toscana,Barbanera,3.7,116,8,2017,red,blend
526,United States,Oakville,Robert Mondavi,4.2,116,179,2014,red,Cabernet Sauvignon
527,France,Pomerol,Vieux Château Certan,4.2,116,48,2013,red,blend
528,France,Pays d'Oc,Paul Mas,3.8,116,6,2018,red,Grenache
529,South Africa,Western Cape,Laborie,3.4,116,7,2015,red,Cabernet Sauvignon
530,Italy,Toscana,Fèlsina,4.0,116,51,2014,red,blend
531,South Africa,Stellenbosch,Rustenberg,3.6,116,20,2014,red,Syrah
532,South Africa,Stellenbosch,Delheim,4.1,116,27,2014,red,blend
533,France,Pays d'Oc,Château d’Aussières,3.5,116,8,2017,red,blend
534,Australia,Eden Valley,Henschke,4.4,116,179,2014,red,Shiraz
535,Italy,Amarone della Valpolicella Classico,Allegrini,4.1,116,51,2016,red,blend
536,France,Saint-Julien,Château Léoville Barton,4.2,116,96,2017,red,blend
537,South Africa,Western Cape,Roodeberg,3.5,116,10,2015,red,blend
538,France,Saint-Estèphe,Château Phélan Ségur,3.7,116,45,2017,red,blend
539,Italy,Valtellina,Mamete Prevostini,3.5,116,12,2014,red,blend
540,Chile,Rapel Valley,Sutil,4.1,116,12,2014,red,Cabernet Sauvignon
541,Chile,Colchagua Valley,Ochagavia,3.3,116,11,2017,red,Cabernet Sauvignon
542,France,Bandol,Domaines Ott,3.9,116,34,2016,red,blend
543,France,Pauillac,Château d'Armailhac,4.0,1160,95,2014,red,blend
544,France,Pauillac,Château Pichon Baron,4.5,1163,249,2010,red,blend
545,New Zealand,Marlborough,Cloudy Bay,3.9,1163,40,2016,red,Pinot Noir
546,Australia,South Australia,Penfolds,4.4,1165,109,2013,red,Shiraz
547,United States,Dundee Hills,Domaine Drouhin,4.2,1166,55,2016,red,Pinot Noir
548,Other Countries,Other Region,Other Winery,4.4,1168,99,2015,red,blend
549,United States,Oakville,Robert Mondavi,4.2,1168,56,2014,red,Cabernet Sauvignon
550,Portugal,Douro,Quinta do Portal,4.0,1169,21,2016,red,blend
551,France,Saint-Julien,Château Branaire-Ducru,4.2,1169,87,2010,red,blend
552,France,Saint-Julien,Château Léoville Barton,4.3,1169,109,2001,red,blend
553,Spain,Lanzarote,El Grifo,4.2,117,34,2014,red,Syrah
554,Germany,Baden,Franz Keller,3.6,117,15,2017,red,blend
555,Italy,Amarone della Valpolicella Valpantena,Corte Figaretto,4.2,117,30,2015,red,blend
556,Spain,Rioja,Viñedos de Páganos,4.6,117,84,2007,red,blend
557,United States,California,Woodhaven,3.7,117,8,2014,red,Merlot
558,Italy,Isola dei Nuraghi,Siddura,3.8,117,15,2016,red,blend
559,France,Saint-Julien,Château Léoville Poyferré,3.9,117,87,2017,red,blend
560,Italy,Chianti Classico,Dievole,4.4,117,42,2015,red,blend
561,Italy,Bardolino Classico,Lenotti,3.5,117,5,2018,red,blend
562,Other Countries,Other Region,Other Winery,3.3,117,13,2013,red,Cabernet Sauvignon
563,Germany,Mosel,Markus Molitor,4.0,117,39,2014,red,Pinot Noir
564,Italy,Valpolicella,Brigaldara,3.8,117,13,2017,red,blend
565,Italy,Langhe,Franco Molino,4.1,117,12,2016,red,Barbera
566,Spain,Valdepeñas,Viña Albali,3.4,117,6,2014,red,Cabernet Sauvignon
567,France,Saint-Émilion Grand Cru,Château La Serre,3.8,117,47,2014,red,blend
568,Germany,Baden,Shelter Winery,3.6,117,11,2017,red,blend
569,South Africa,Stellenbosch,Dalla Cia,4.2,117,59,2011,red,blend
570,Spain,Rioja,Marqués de Riscal,4.1,1170,41,2011,red,blend
571,France,Margaux,Château Brane-Cantenac,4.4,1171,120,2005,red,blend
572,Italy,Montefalco,Arnaldo-Caprai,3.7,1171,15,2016,red,blend
573,France,Saint-Émilion Grand Cru,Château Figeac,4.5,1172,240,2005,red,blend
574,Italy,Toscana,Tenuta Castiglioni,3.9,1174,38,2015,red,blend
575,Australia,McLaren Vale,d'Arenberg,3.6,1177,8,2016,red,Shiraz
576,Spain,Castilla y León,Dehesa La Granja,3.8,1177,10,2013,red,blend
577,Italy,Chianti Classico,Brancaia,3.9,1178,18,2013,red,blend
578,Argentina,Mendoza,Dieter Meier,3.9,118,15,2018,red,blend
579,Italy,Bardolino,Cantina di Custoza,3.5,118,6,2018,red,blend
580,France,Chinon,Couly-Dutheil,3.8,118,17,2015,red,blend
581,Italy,Südtirol - Alto Adige,Franz Haas,3.8,118,24,2017,red,Lagrein
582,Italy,Salento,San Marzano,4.3,118,19,2016,red,Negroamaro
583,Italy,Toscana,Rocca delle Macìe,3.9,118,9,2016,red,Sangiovese
584,South Africa,Stellenbosch,Simonsig,4.2,118,20,2016,red,blend
585,Italy,Barolo,Ceretto,4.2,118,129,2015,red,blend
586,Italy,Toscana,Danzante,3.5,118,11,2013,red,Merlot
587,France,Pays d'Oc,Paul Mas,3.5,118,8,2017,red,Pinot Noir
588,Italy,Morellino di Scansano,Aia Vecchia,3.6,118,9,2016,red,blend
589,Italy,Barbaresco,Ceretto,4.1,118,89,2014,red,blend
590,France,Margaux,Château La Gurgue,4.0,118,40,2005,red,blend
591,South Africa,Swartland,Leopard’s Leap,3.3,118,8,2018,red,Merlot
592,Italy,Barolo,Vietti,4.1,1180,44,2014,red,Castiglione
593,New Zealand,Marlborough,Brancott Estate,3.3,1180,10,2017,red,Pinot Noir
594,France,Saint-Julien,Château Beychevelle,4.4,1182,130,2005,red,blend
595,United States,Willamette Valley,Domaine Serene,4.3,1182,108,2013,red,Pinot Noir
596,United States,California,689 - Six Eight Nine,3.9,1186,15,2017,red,Cabernet Sauvignon
597,France,Médoc,Château La Cardonne,3.8,1187,26,2009,red,blend
598,South Africa,Western Cape,Spier,3.6,1188,6,2018,red,Pinotage
599,Italy,Bolgheri Superiore,Grattamacco,4.2,1188,55,2015,red,blend
600,Italy,Amarone della Valpolicella Classico,Biscardo,4.3,1189,26,2015,red,blend
601,Italy,Amarone della Valpolicella Classico,Cesari,4.2,119,56,2008,red,blend
602,Italy,Coste della Sesia,Travaglini,3.6,119,19,2017,red,Nebbiolo
603,Italy,Toscana,Tenuta Il Palagio,4.2,119,43,2015,red,blend
604,Australia,Hunter Valley,Tyrrell's,3.9,119,34,2011,red,Shiraz
605,France,Vin de France,Maison de La Villette,4.0,119,7,2017,red,blend
606,France,Pomerol,Clos l'Eglise,4.4,119,140,2005,red,blend
607,Argentina,Maipu,Trivento,3.1,119,9,2016,red,Merlot
608,Chile,Aconcagua Valley,Sena,4.3,119,106,2017,red,blend
609,Austria,Burgenland,Judith Beck,3.6,119,11,2018,red,Zweigelt
610,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.2,119,38,2016,red,blend
611,France,Gevrey-Chambertin,Joseph Drouhin,4.1,119,49,2016,red,blend
612,France,Pessac-Léognan,Château Pape Clément,4.0,119,102,2017,red,blend
613,France,Côtes du Roussillon,Domaine du Clos des Fées,4.2,119,39,2015,red,blend
614,South Africa,Wellington,Mont du Toit,4.1,119,54,2007,red,blend
615,France,Médoc,Barons de Rothschild (Lafite),3.9,119,10,2015,red,blend
616,Italy,Valpolicella Ripasso,Tommasi,4.1,119,17,2017,red,blend
617,Italy,Terre Siciliane,Zabu,3.7,119,8,2018,red,Nerello Mascalese
618,France,Côtes du Roussillon Villages,Thunevin-Calvet,3.7,119,31,2015,red,blend
619,Italy,Maremma Toscana,Rocca di Frassinello,3.9,1190,20,2015,red,blend
620,Argentina,Uco Valley,Salentein,4.1,1192,13,2018,red,Malbec
621,Spain,Rioja,Ramón Bilbao,4.0,1192,10,2015,red,Tempranillo
622,Argentina,Mendoza,Alamos,3.7,11920,8,2018,red,Malbec
623,South Africa,Stellenbosch,Meerlust,4.3,1193,27,2016,red,blend
624,Argentina,Lujan de Cuyo,Doña Paula,3.4,1194,7,2018,red,Malbec
625,France,Hermitage,Paul Jaboulet Aîné,4.1,120,77,2017,red,blend
626,Austria,Neusiedlersee,Keringer,4.0,120,12,2017,red,Blaufränkisch
627,Chile,Central Valley,Escudo Rojo,3.4,120,12,2017,red,Syrah
628,Italy,Toscana,Fattoria le Pupille,3.8,120,27,2014,red,blend
629,Italy,Salento,Feudo Croce,3.8,120,10,2018,red,Primitivo
630,France,Saint-Drézéry,Château Puech-Haut,4.2,120,17,2018,red,blend
631,South Africa,Durbanville,Diemersdal,4.1,120,19,2018,red,Pinotage
632,Other Countries,Other Region,Other Winery,3.0,120,8,2015,red,Cabernet Sauvignon
633,Italy,Veneto,Corte Giara,3.4,120,6,2018,red,Merlot
634,Spain,Penedès,Torres,3.8,120,10,2018,red,Merlot
635,South Africa,Franschhoek,Franschhoek Cellar,3.6,120,8,2018,red,Cabernet Sauvignon
636,Italy,Rosso di Montepulciano,Talosa,3.4,120,12,2016,red,Montepulciano
637,France,Lalande-de-Pomerol,Denis Durantou,4.0,120,29,2015,red,blend
638,Argentina,Pedernal Valley,Pyros,3.8,120,14,2017,red,Syrah
639,Italy,Nebbiolo d'Alba,Pelassa,3.7,120,16,2015,red,Nebbiolo
640,Italy,Rosso di Montalcino,Villa Poggio Salvi,3.7,120,14,2017,red,blend
641,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4.1,120,85,2016,red,blend
642,Australia,Barossa Valley,Glaetzer,4.2,120,45,2017,red,blend
643,Spain,Priorat,Hidalgo Albert,3.7,120,29,2013,red,blend
644,Spain,Aragón,Proyecto Garnachas de España,3.7,120,14,2017,red,blend
645,Italy,Dolcetto d'Alba,Borgogno,3.8,120,14,2017,red,Dolcetto
646,France,Médoc,Château d'Escurac,3.7,120,26,2005,red,blend
647,Italy,Montepulciano d'Abruzzo,Nobile delle Rocche,3.6,120,5,2018,red,Montepulciano
648,France,Bordeaux Supérieur,Château Pierrail,3.8,120,9,2016,red,blend
649,Portugal,Lisboa,Portada,3.7,1202,6,2018,red,blend
650,Spain,Priorat,Torres,4.2,1203,23,2016,red,blend
651,Italy,Valpolicella Ripasso,Tedeschi,3.8,1205,14,2016,red,blend
652,Spain,Rioja,Ramón Bilbao,3.9,12079,9,2016,red,blend
653,France,Saint-Estèphe,Château Montrose,4.2,1208,106,2012,red,blend
654,South Africa,Stellenbosch,Kanonkop,4.2,1208,39,2016,red,Pinotage
655,Italy,Barbera d'Asti,Vinchio - Vaglio Serra,3.1,121,9,2018,red,Barbera
656,France,Margaux,Château Marquis d'Alesme,4.1,121,54,2016,red,blend
657,South Africa,Stellenbosch,Stellenrust,3.6,121,9,2018,red,Pinotage
658,Italy,Chianti Classico,Collazzi,3.8,121,15,2017,red,blend
659,Italy,Montepulciano d'Abruzzo,Torri,3.8,121,9,2018,red,Montepulciano
660,South Africa,Stellenbosch,Anura,3.8,121,13,2016,red,Pinotage
661,Portugal,Lisboa,Casa do Lago,4.1,121,6,2014,red,Cabernet Sauvignon
662,Spain,Rioja,Viña Olabarri,3.7,121,14,2012,red,blend
663,Chile,Colchagua Valley,Siegel,3.7,121,13,2013,red,Cabernet Sauvignon
